行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润,发货时长_天,年份,月份,季度,星期,利润率,是否亏损,平均单价
7984,CN-202023-1574908,2024-10-09,2024-10-09,当日,邢柏-18970,邢柏,小型企业,仪征,江苏,中国,华东,家具-用具-10004563,家具,用具,"Rubvermaid 相框, 耐用",682.9199999999998,5,0.4,-330.6799999999999,0,2024,10,4,2,-0.4842148421484214,1,136.58399999999997
7985,CN-202022-2859473,2023-01-30,2023-02-03,标准级,施平-19180,施平,小型企业,浯溪,湖南,中国,中南,办公用-用品-10002536,办公用品,用品,"Fiskars 美工刀, 锯齿状",601.44,4,0.0,234.08,4,2023,1,1,0,0.3891992551210428,0,150.36
7986,CN-202022-2859473,2023-01-30,2023-02-03,标准级,施平-19180,施平,小型企业,浯溪,湖南,中国,中南,办公用-装订-10000548,办公用品,装订机,"Avery 孔加固材料, 实惠",61.74000000000001,3,0.0,28.14,4,2023,1,1,0,0.45578231292517,0,20.580000000000002
7987,CN-202021-3095328,2022-09-03,2022-09-04,一级,陶磊-16105,陶磊,公司,邵武,福建,中国,华东,技术-设备-10001286,技术,设备,"冲电器 打印机, 白色",2491.16,2,0.0,822.0799999999999,1,2022,9,3,5,0.3299988760256266,0,1245.58
7988,CN-202022-4725073,2023-01-11,2023-01-16,标准级,钟立-16720,钟立,消费者,岫岩,辽宁,中国,东北,办公用-器具-10004576,办公用品,器具,"Hamilton Beach 炉灶, 银色",6082.608,4,0.4,-202.8319999999999,5,2023,1,1,2,-0.03334622254138355,1,1520.652
7989,CN-202022-4725073,2023-01-11,2023-01-16,标准级,钟立-16720,钟立,消费者,岫岩,辽宁,中国,东北,办公用-收纳-10004245,办公用品,收纳具,"Smead 搁板, 工业",461.16,2,0.0,27.44,5,2023,1,1,2,0.05950212507589557,0,230.58
7990,CN-202023-4619981,2024-10-30,2024-11-03,标准级,林谙-18790,林谙,小型企业,呼和浩特,内蒙古,中国,华北,办公用-装订-10000285,办公用品,装订机,"Acco 孔加固材料, 透明",137.088,8,0.4,10.52799999999999,4,2024,10,4,2,0.07679738562091497,0,17.136
7991,CN-202023-4619981,2024-10-30,2024-11-03,标准级,林谙-18790,林谙,小型企业,呼和浩特,内蒙古,中国,华北,办公用-器具-10004757,办公用品,器具,"Breville 炉灶, 黑色",6282.864,4,0.4,-1361.696,4,2024,10,4,2,-0.21673173253471664,1,1570.716
7992,US-202022-3006635,2023-03-19,2023-03-21,二级,唐爽-20560,唐爽,小型企业,徐州,江苏,中国,华东,家具-椅子-10004470,家具,椅子,"Novimex 摇椅, 黑色",361.2,1,0.4,-192.64,2,2023,3,1,6,-0.5333333333333333,1,361.2
7993,CN-202023-3668469,2024-06-15,2024-06-19,标准级,袁松-20785,袁松,消费者,新乡,河南,中国,中南,家具-用具-10003114,家具,用具,"Advantus 闹钟, 一包多件",1680.7,7,0.0,588.0,4,2024,6,2,5,0.3498542274052478,0,240.1
7994,CN-202023-3668469,2024-06-15,2024-06-19,标准级,袁松-20785,袁松,消费者,新乡,河南,中国,中南,办公用-信封-10004848,办公用品,信封,"Cameo 搭扣信封, 回收",155.12,4,0.0,1.12,4,2024,6,2,5,0.007220216606498195,0,38.78
7995,CN-202023-3668469,2024-06-15,2024-06-19,标准级,袁松-20785,袁松,消费者,新乡,河南,中国,中南,家具-书架-10004733,家具,书架,"宜家 古典书架, 白色",3866.52,2,0.0,1082.48,4,2024,6,2,5,0.27996234339923237,0,1933.26
7996,CN-202023-3668469,2024-06-15,2024-06-19,标准级,袁松-20785,袁松,消费者,新乡,河南,中国,中南,办公用-收纳-10003711,办公用品,收纳具,"Rogers 盒, 蓝色",335.58,3,0.0,167.58,4,2024,6,2,5,0.49937421777221536,0,111.86
7997,CN-202023-3668469,2024-06-15,2024-06-19,标准级,袁松-20785,袁松,消费者,新乡,河南,中国,中南,家具-椅子-10000908,家具,椅子,"Office Star 凳子, 每套两件",739.998,1,0.1,-16.562,4,2024,6,2,5,-0.022381141570652893,1,739.998
7998,CN-202023-3668469,2024-06-15,2024-06-19,标准级,袁松-20785,袁松,消费者,新乡,河南,中国,中南,办公用-美术-10000951,办公用品,美术,"Sanford 钢笔, 整包",594.2720000000002,14,0.2,-60.36800000000004,4,2024,6,2,5,-0.10158311345646441,1,42.448000000000015
7999,CN-202023-3668469,2024-06-15,2024-06-19,标准级,袁松-20785,袁松,消费者,新乡,河南,中国,中南,办公用-信封-10001912,办公用品,信封,"Cameo 外皮和封条, 银色",764.4,7,0.0,129.36,4,2024,6,2,5,0.16923076923076924,0,109.2
8000,CN-202023-3668469,2024-06-15,2024-06-19,标准级,袁松-20785,袁松,消费者,新乡,河南,中国,中南,技术-复印-10000732,技术,复印机,"Hewlett 个人复印机, 彩色",1359.96,2,0.0,231.0,4,2024,6,2,5,0.169857936998147,0,679.98
8001,CN-202023-1031662,2024-09-07,2024-09-12,标准级,夏平-19120,夏平,消费者,武汉,湖北,中国,中南,家具-书架-10003555,家具,书架,"Sauder 柜, 金属",930.384,2,0.4,46.42399999999986,5,2024,9,3,5,0.04989767665823988,0,465.192
8002,CN-202021-4836537,2022-10-08,2022-10-14,标准级,谭君-15265,谭君,公司,厦门,福建,中国,华东,家具-书架-10000253,家具,书架,"宜家 书库, 传统",3391.64,2,0.0,1424.36,6,2022,10,4,5,0.4199620242714439,0,1695.82
8003,CN-202021-2130965,2022-03-02,2022-03-06,标准级,白忠-11515,白忠,消费者,濮阳,河南,中国,中南,办公用-装订-10002021,办公用品,装订机,"Wilson Jones 装订机, 透明",116.48,2,0.0,52.36,4,2022,3,1,2,0.4495192307692307,0,58.24
8004,CN-202021-2130965,2022-03-02,2022-03-06,标准级,白忠-11515,白忠,消费者,濮阳,河南,中国,中南,家具-用具-10000958,家具,用具,"Advantus 门挡, 耐用",1373.96,7,0.0,164.64,4,2022,3,1,2,0.11982881597717546,0,196.28
8005,US-202022-3781425,2023-06-24,2023-06-29,标准级,肖良-17125,肖良,消费者,阆中,四川,中国,西南,技术-设备-10003593,技术,设备,"冲电器 电话, 白色",477.456,2,0.4,-230.944,5,2023,6,2,5,-0.4836969270466807,1,238.728
8006,US-202022-3781425,2023-06-24,2023-06-29,标准级,肖良-17125,肖良,消费者,阆中,四川,中国,西南,办公用-标签-10001292,办公用品,标签,"Smead 文件夹标签, 白色",165.76,4,0.0,17.92,5,2023,6,2,5,0.10810810810810813,0,41.44
8007,CN-202021-5093470,2022-11-12,2022-11-16,标准级,邓秋-11590,邓秋,公司,延吉,吉林,中国,东北,办公用-信封-10004354,办公用品,信封,"Ames 外皮和封条, 每套 50 个",610.54,7,0.0,91.14,4,2022,11,4,5,0.1492776886035313,0,87.22
8008,CN-202021-5146329,2022-07-23,2022-07-28,标准级,肖菊-15010,肖菊,公司,潍坊,山东,中国,华东,办公用-美术-10000800,办公用品,美术,"Boston 记号笔, 金属",386.82,3,0.0,139.02,5,2022,7,3,5,0.3593919652551575,0,128.94
8009,US-202020-3275681,2021-10-07,2021-10-11,标准级,佘丽-15925,佘丽,消费者,杨村,天津,中国,华北,办公用-纸张-10004274,办公用品,纸张,"Eaton 备忘录便条, 每包 12 个",166.88,2,0.0,46.48,4,2021,10,4,3,0.2785234899328859,0,83.44
8010,US-202020-3275681,2021-10-07,2021-10-11,标准级,佘丽-15925,佘丽,消费者,杨村,天津,中国,华北,办公用-用品-10000638,办公用品,用品,"Kleencut 大剪刀, 蓝色",218.26,1,0.0,63.27999999999999,4,2021,10,4,3,0.2899294419499679,0,218.26
8011,CN-202023-3033487,2024-10-27,2024-10-31,标准级,彭娜-18550,彭娜,消费者,鄂州,湖北,中国,中南,办公用-收纳-10002847,办公用品,收纳具,"Tenex 文件车, 金属",1243.2,2,0.0,397.6,4,2024,10,4,6,0.31981981981981983,0,621.6
8012,CN-202023-3033487,2024-10-27,2024-10-31,标准级,彭娜-18550,彭娜,消费者,鄂州,湖北,中国,中南,办公用-标签-10001607,办公用品,标签,"Avery 圆形标签, 可调",70.56,3,0.0,1.26,4,2024,10,4,6,0.017857142857142856,0,23.52
8013,CN-202023-3807036,2024-06-22,2024-06-24,一级,孙谙-18835,孙谙,公司,石家庄,河北,中国,华北,办公用-收纳-10004035,办公用品,收纳具,"Rogers 盘, 蓝色",575.68,2,0.0,201.32,2,2024,6,2,5,0.3497081712062257,0,287.84
8014,CN-202023-3807036,2024-06-22,2024-06-24,一级,孙谙-18835,孙谙,公司,石家庄,河北,中国,华北,家具-桌子-10003291,家具,桌子,"Barricks 圆桌, 组装",5281.290000000001,3,0.25,351.7499999999995,2,2024,6,2,5,0.06660304584675324,0,1760.4300000000003
8015,CN-202023-3807036,2024-06-22,2024-06-24,一级,孙谙-18835,孙谙,公司,石家庄,河北,中国,华北,技术-设备-10004500,技术,设备,"松下 电话, 耐用",1189.44,3,0.0,142.38,2,2024,6,2,5,0.11970338983050846,0,396.48
8016,CN-202023-3807036,2024-06-22,2024-06-24,一级,孙谙-18835,孙谙,公司,石家庄,河北,中国,华北,办公用-用品-10003604,办公用品,用品,"Stiletto 尺子, 钢",399.84,6,0.0,155.4,2,2024,6,2,5,0.388655462184874,0,66.64
8017,CN-202021-3269021,2022-08-15,2022-08-19,二级,罗君-15235,罗君,消费者,郸城,河南,中国,中南,办公用-收纳-10002847,办公用品,收纳具,"Tenex 文件车, 金属",621.6000000000001,1,0.0,198.8,4,2022,8,3,0,0.3198198198198198,0,621.6000000000001
8018,CN-202021-3269021,2022-08-15,2022-08-19,二级,罗君-15235,罗君,消费者,郸城,河南,中国,中南,技术-配件-10001617,技术,配件,"Memorex 鼠标, 耐用",397.32,3,0.0,91.14,4,2022,8,3,0,0.22938689217758987,0,132.44
8019,CN-202021-3269021,2022-08-15,2022-08-19,二级,罗君-15235,罗君,消费者,郸城,河南,中国,中南,家具-用具-10001426,家具,用具,"Rubvermaid 灯泡, 耐用",74.05999999999999,1,0.0,31.78,4,2022,8,3,0,0.4291115311909264,0,74.05999999999999
8020,CN-202023-2372663,2024-08-31,2024-09-05,标准级,曹琼-19675,曹琼,小型企业,北京,北京,中国,华北,技术-设备-10003952,技术,设备,"柯尼卡 卡片打印机, 白色",1620.08,2,0.0,15.96,5,2024,8,3,5,0.00985136536467335,0,810.04
8021,CN-202023-2372663,2024-08-31,2024-09-05,标准级,曹琼-19675,曹琼,小型企业,北京,北京,中国,华北,办公用-纸张-10001162,办公用品,纸张,"Enermax 令, 每包 12 个",304.36,2,0.0,33.32,5,2024,8,3,5,0.10947562097516099,0,152.18
8022,CN-202023-2372663,2024-08-31,2024-09-05,标准级,曹琼-19675,曹琼,小型企业,北京,北京,中国,华北,家具-用具-10000041,家具,用具,"Advantus 框架, 耐用",1514.1,3,0.0,408.66,5,2024,8,3,5,0.26990291262135924,0,504.7
8023,CN-202021-2596183,2022-08-13,2022-08-17,标准级,邹涛-21265,邹涛,公司,吉首,湖南,中国,中南,家具-椅子-10004110,家具,椅子,"SAFCO 沙滩椅, 可调",1090.53,5,0.1,351.33,4,2022,8,3,5,0.32216445214712114,0,218.106
8024,CN-202021-2596183,2022-08-13,2022-08-17,标准级,邹涛-21265,邹涛,公司,吉首,湖南,中国,中南,办公用-系固-10002481,办公用品,系固件,"Accos 橡皮筋, 金属",627.2,8,0.0,106.4,4,2022,8,3,5,0.16964285714285715,0,78.4
8025,CN-202021-4597424,2022-06-28,2022-07-02,标准级,邢德-12160,邢德伟,消费者,武汉,湖北,中国,中南,技术-配件-10004442,技术,配件,"贝尔金 路由器, 耐用",2900.352,4,0.4,96.4319999999998,4,2022,6,2,1,0.03324837812789613,0,725.088
8026,CN-202021-4597424,2022-06-28,2022-07-02,标准级,邢德-12160,邢德伟,消费者,武汉,湖北,中国,中南,办公用-纸张-10000328,办公用品,纸张,"SanDisk 计划信息表, 每包 12 个",391.4400000000001,3,0.0,19.32,4,2022,6,2,1,0.04935622317596565,0,130.48000000000005
8027,CN-202021-4597424,2022-06-28,2022-07-02,标准级,邢德-12160,邢德伟,消费者,武汉,湖北,中国,中南,办公用-装订-10002164,办公用品,装订机,"Avery 装订机, 透明",138.432,4,0.4,-11.64800000000001,4,2022,6,2,1,-0.08414239482200656,1,34.608
8028,CN-202021-4597424,2022-06-28,2022-07-02,标准级,邢德-12160,邢德伟,消费者,武汉,湖北,中国,中南,办公用-信封-10000067,办公用品,信封,"Ames 局间信封, 红色",454.16,2,0.0,145.32,4,2022,6,2,1,0.3199753390875462,0,227.08
8029,US-202021-2062805,2022-06-20,2022-06-25,标准级,余雯-21835,余雯,消费者,高邮,江苏,中国,华东,办公用-美术-10004550,办公用品,美术,"Sanford 速写本, 整包",42.69999999999999,1,0.8,-74.76,5,2022,6,2,0,-1.7508196721311482,1,42.69999999999999
8030,US-202021-2062805,2022-06-20,2022-06-25,标准级,余雯-21835,余雯,消费者,高邮,江苏,中国,华东,办公用-美术-10001497,办公用品,美术,"Sanford 荧光笔, 整包",44.85599999999998,3,0.8,-98.78399999999998,5,2022,6,2,0,-2.2022471910112364,1,14.951999999999993
8031,CN-202021-1455994,2022-12-06,2022-12-12,标准级,陶德-12220,陶德伟,消费者,上海,上海,中国,华东,办公用-用品-10004807,办公用品,用品,"Stiletto 剪刀, 锯齿状",284.34,3,0.0,136.08,6,2022,12,4,1,0.47858197932053187,0,94.77999999999999
8032,CN-202023-2173759,2024-09-28,2024-09-30,二级,戴立-16885,戴立,消费者,太原,山西,中国,华北,家具-椅子-10004110,家具,椅子,"SAFCO 沙滩椅, 可调",242.34,1,0.0,94.5,2,2024,9,3,5,0.389948006932409,0,242.34
8033,CN-202023-2173759,2024-09-28,2024-09-30,二级,戴立-16885,戴立,消费者,太原,山西,中国,华北,办公用-收纳-10001011,办公用品,收纳具,"Fellowes 文件夹, 金属",237.72,2,0.0,16.52,2,2024,9,3,5,0.06949352179034157,0,118.86
8034,CN-202023-2173759,2024-09-28,2024-09-30,二级,戴立-16885,戴立,消费者,太原,山西,中国,华北,办公用-收纳-10000406,办公用品,收纳具,"Smead 文件车, 金属",1784.58,3,0.0,695.94,2,2024,9,3,5,0.3899741115556602,0,594.86
8035,CN-202023-2173759,2024-09-28,2024-09-30,二级,戴立-16885,戴立,消费者,太原,山西,中国,华北,办公用-收纳-10000306,办公用品,收纳具,"Smead 文件夹, 单宽度",327.04,4,0.0,117.6,2,2024,9,3,5,0.35958904109589035,0,81.76
8036,CN-202022-2274876,2023-11-21,2023-11-27,标准级,韩虎-14005,韩虎,小型企业,武汉,湖北,中国,中南,技术-配件-10002609,技术,配件,"Memorex 键区, 耐用",890.232,7,0.4,28.8119999999999,6,2023,11,4,1,0.03236459709379117,0,127.176
8037,CN-202023-2372663,2024-11-19,2024-11-21,二级,常惠-14305,常惠英,消费者,吉林市,吉林,中国,东北,家具-书架-10001313,家具,书架,"Bush 书架, 白色",1176.28,2,0.0,493.92,2,2024,11,4,1,0.41990002380385627,0,588.14
8038,CN-202023-2102819,2024-06-11,2024-06-15,标准级,马晨-11185,马晨,公司,太原,山西,中国,华北,办公用-器具-10002014,办公用品,器具,"Cuisinart 炉灶, 银色",15093.12,6,0.0,2112.6,4,2024,6,2,1,0.13997105966162066,0,2515.52
8039,CN-202023-3257417,2024-03-17,2024-03-20,一级,邹雯-21820,邹雯,消费者,青州,山东,中国,华东,办公用-装订-10001078,办公用品,装订机,"Ibico 订书机, 回收",724.92,3,0.0,275.1,3,2024,3,1,6,0.37949015063731173,0,241.64
8040,CN-202023-3257417,2024-03-17,2024-03-20,一级,邹雯-21820,邹雯,消费者,青州,山东,中国,华东,技术-配件-10001341,技术,配件,"Memorex 记忆卡, 回收",934.0799999999998,2,0.0,364.28,3,2024,3,1,6,0.3899880095923262,0,467.0399999999999
8041,CN-202020-5105254,2021-10-26,2021-11-01,标准级,孟珊-19885,孟珊,公司,重庆,重庆,中国,西南,家具-用具-10001078,家具,用具,"Advantus 灯泡, 优质",87.22,1,0.0,8.68,6,2021,10,4,1,0.09951845906902086,0,87.22
8042,CN-202020-5105254,2021-10-26,2021-11-01,标准级,孟珊-19885,孟珊,公司,重庆,重庆,中国,西南,办公用-系固-10002262,办公用品,系固件,"Stockwell 图钉, 每包 12 个",181.44,3,0.0,88.62,6,2021,10,4,1,0.48842592592592593,0,60.48
8043,CN-202020-5105254,2021-10-26,2021-11-01,标准级,孟珊-19885,孟珊,公司,重庆,重庆,中国,西南,办公用-用品-10000553,办公用品,用品,"Kleencut 美工刀, 蓝色",646.8,4,0.0,316.4,6,2021,10,4,1,0.48917748917748916,0,161.7
8044,CN-202022-4173591,2023-10-18,2023-10-22,标准级,曹琼-19675,曹琼,小型企业,嘉善,浙江,中国,华东,办公用-收纳-10003711,办公用品,收纳具,"Smead 文件夹, 金属",231.84,3,0.0,113.4,4,2023,10,4,2,0.4891304347826087,0,77.28
8045,CN-202021-2548759,2022-05-26,2022-05-28,一级,胡凤-12850,胡凤,消费者,石家庄,河北,中国,华北,家具-用具-10002269,家具,用具,"Rubvermaid 闹钟, 耐用",660.66,3,0.0,78.96000000000001,2,2022,5,2,3,0.11951684678957408,0,220.22
8046,CN-202021-2548759,2022-05-26,2022-05-28,一级,胡凤-12850,胡凤,消费者,石家庄,河北,中国,华北,办公用-装订-10002373,办公用品,装订机,"Cardinal 装订机盖, 回收",115.36,2,0.0,57.68,2,2022,5,2,3,0.5,0,57.68
8047,CN-202021-2548759,2022-05-26,2022-05-28,一级,胡凤-12850,胡凤,消费者,石家庄,河北,中国,华北,技术-电话-10003758,技术,电话,"摩托罗拉 充电器, 蓝色",11996.88,4,0.0,1319.36,2,2022,5,2,3,0.10997526023432759,0,2999.22
8048,CN-202021-2548759,2022-05-26,2022-05-28,一级,胡凤-12850,胡凤,消费者,石家庄,河北,中国,华北,办公用-美术-10000575,办公用品,美术,"Binney & Smith 画布, 金属",491.12,2,0.0,34.16,2,2022,5,2,3,0.06955530216647662,0,245.56
8049,CN-202021-2548759,2022-05-26,2022-05-28,一级,胡凤-12850,胡凤,消费者,石家庄,河北,中国,华北,办公用-装订-10001029,办公用品,装订机,"Ibico 订书机, 实惠",1199.8,5,0.0,431.9,2,2022,5,2,3,0.35997666277712953,0,239.95999999999998
8050,CN-202021-2548759,2022-05-26,2022-05-28,一级,胡凤-12850,胡凤,消费者,石家庄,河北,中国,华北,办公用-纸张-10004404,办公用品,纸张,"Eaton 计划信息表, 优质",288.12,3,0.0,63.0,2,2022,5,2,3,0.21865889212827988,0,96.04
8051,CN-202021-2548759,2022-05-26,2022-05-28,一级,胡凤-12850,胡凤,消费者,石家庄,河北,中国,华北,办公用-器具-10000224,办公用品,器具,"Breville 咖啡研磨机, 银色",584.36,2,0.0,52.36,2,2022,5,2,3,0.08960229995208432,0,292.18
8052,CN-202022-2146974,2023-09-19,2023-09-21,一级,彭丽-17650,彭丽雪,小型企业,遵义,贵州,中国,西南,办公用-信封-10003334,办公用品,信封,"Cameo 马尼拉纸信封, 红色",712.5999999999999,5,0.0,63.7,2,2023,9,3,1,0.08939096267190572,0,142.51999999999998
8053,CN-202023-5929986,2024-06-15,2024-06-21,标准级,田临-17470,田临耀,小型企业,天津,天津,中国,华北,办公用-收纳-10004292,办公用品,收纳具,"Rogers 文件车, 工业",1989.12,3,0.0,556.92,6,2024,6,2,5,0.2799831081081081,0,663.04
8054,CN-202023-5929986,2024-06-15,2024-06-21,标准级,田临-17470,田临耀,小型企业,天津,天津,中国,华北,技术-电话-10004858,技术,电话,"思科 耳机, 蓝色",2476.32,6,0.0,1163.4,6,2024,6,2,5,0.4698100407055631,0,412.72
8055,CN-202022-2829745,2023-11-04,2023-11-07,二级,邱升-20080,邱升,消费者,岳阳,湖南,中国,中南,办公用-装订-10001290,办公用品,装订机,"Ibico 装订机, 透明",209.16,3,0.0,37.38,3,2023,11,4,5,0.178714859437751,0,69.72
8056,CN-202022-2829745,2023-11-04,2023-11-07,二级,邱升-20080,邱升,消费者,岳阳,湖南,中国,中南,办公用-信封-10002698,办公用品,信封,"Kraft 马尼拉纸信封, 每套 50 个",494.48,4,0.0,173.04,3,2023,11,4,5,0.34994337485843713,0,123.62
8057,CN-202022-2829745,2023-11-04,2023-11-07,二级,邱升-20080,邱升,消费者,岳阳,湖南,中国,中南,办公用-系固-10001943,办公用品,系固件,"Stockwell 夹子, 每包 12 个",348.32,4,0.0,97.44,3,2023,11,4,5,0.2797427652733119,0,87.08
8058,CN-202022-2829745,2023-11-04,2023-11-07,二级,邱升-20080,邱升,消费者,岳阳,湖南,中国,中南,办公用-装订-10002116,办公用品,装订机,"Ibico 孔加固材料, 透明",180.6,6,0.0,25.2,3,2023,11,4,5,0.13953488372093023,0,30.099999999999998
8059,CN-202022-2829745,2023-11-04,2023-11-07,二级,邱升-20080,邱升,消费者,岳阳,湖南,中国,中南,办公用-装订-10002575,办公用品,装订机,"Wilson Jones 打孔机, 耐用",550.48,4,0.0,253.12,3,2023,11,4,5,0.4598168870803662,0,137.62
8060,CN-202022-2829745,2023-11-04,2023-11-07,二级,邱升-20080,邱升,消费者,岳阳,湖南,中国,中南,办公用-器具-10003466,办公用品,器具,"Cuisinart 烤面包机, 银色",2276.820000000001,9,0.0,773.64,3,2023,11,4,5,0.33978970669618136,0,252.98000000000013
8061,US-202023-4171126,2024-05-19,2024-05-21,二级,罗嫒-10060,罗嫒,小型企业,江都,江苏,中国,华东,办公用-装订-10004481,办公用品,装订机,"Acco 孔加固材料, 实惠",18.648,1,0.4,0.3079999999999981,2,2024,5,2,6,0.016516516516516415,0,18.648
8062,US-202023-4171126,2024-05-19,2024-05-21,二级,罗嫒-10060,罗嫒,小型企业,江都,江苏,中国,华东,办公用-器具-10003822,办公用品,器具,"KitchenAid 咖啡研磨机, 红色",1381.212,7,0.4,-667.9679999999998,2,2024,5,2,6,-0.4836100468284375,1,197.316
8063,US-202023-4171126,2024-05-19,2024-05-21,二级,罗嫒-10060,罗嫒,小型企业,江都,江苏,中国,华东,技术-设备-10000429,技术,设备,"柯尼卡 电话, 白色",236.88,1,0.4,27.57999999999998,2,2024,5,2,6,0.11643026004728124,0,236.88
8064,US-202023-4171126,2024-05-19,2024-05-21,二级,罗嫒-10060,罗嫒,小型企业,江都,江苏,中国,华东,办公用-收纳-10003675,办公用品,收纳具,"Smead 搁板, 蓝色",1826.72,8,0.0,785.12,2,2024,5,2,6,0.4297976701410178,0,228.34
8065,CN-202020-1186689,2021-10-18,2021-10-23,标准级,庄伟-21460,庄伟,小型企业,日照,山东,中国,华东,家具-用具-10003459,家具,用具,"Rubvermaid 框架, 优质",3544.66,7,0.0,212.66,5,2021,10,4,0,0.05999447055570915,0,506.38
8066,CN-202020-1186689,2021-10-18,2021-10-23,标准级,庄伟-21460,庄伟,小型企业,日照,山东,中国,华东,办公用-器具-10003725,办公用品,器具,"Breville 搅拌机, 银色",1273.86,3,0.0,598.5,5,2021,10,4,0,0.46983184965380814,0,424.61999999999995
8067,CN-202020-5564146,2021-06-04,2021-06-08,二级,白忠-11515,白忠,消费者,大同,安徽,中国,华东,技术-复印-10003468,技术,复印机,"佳能 个人复印机, 红色",2630.88,4,0.0,0.0,4,2021,6,2,4,0.0,0,657.72
8068,CN-202020-5564146,2021-06-04,2021-06-08,二级,白忠-11515,白忠,消费者,大同,安徽,中国,华东,家具-桌子-10003819,家具,桌子,"Chromcraft 圆桌, 黑色",1634.85,1,0.25,174.37,4,2021,6,2,4,0.1066581031898951,0,1634.85
8069,CN-202021-3381572,2022-05-25,2022-05-29,二级,毛保-10360,毛保,公司,三亚,海南,中国,中南,办公用-器具-10001087,办公用品,器具,"Hamilton Beach 烤面包机, 黑色",1062.88,4,0.0,254.8,4,2022,5,2,2,0.23972602739726026,0,265.72
8070,CN-202021-3381572,2022-05-25,2022-05-29,二级,毛保-10360,毛保,公司,三亚,海南,中国,中南,办公用-纸张-10001323,办公用品,纸张,"SanDisk 计划信息表, 多色",117.74,1,0.0,44.66,4,2022,5,2,2,0.3793103448275862,0,117.74
8071,CN-202021-3381572,2022-05-25,2022-05-29,二级,毛保-10360,毛保,公司,三亚,海南,中国,中南,办公用-信封-10001674,办公用品,信封,"Jiffy 外皮和封条, 红色",439.6,4,0.0,109.76,4,2022,5,2,2,0.24968152866242038,0,109.9
8072,CN-202021-3381572,2022-05-25,2022-05-29,二级,毛保-10360,毛保,公司,三亚,海南,中国,中南,办公用-器具-10002945,办公用品,器具,"Breville 微波炉, 黑色",4215.96,3,0.0,42.0,4,2022,5,2,2,0.009962143853357242,0,1405.32
8073,CN-202020-4269674,2021-05-21,2021-05-23,二级,葛毅-12505,葛毅,消费者,张家口,河北,中国,华北,技术-配件-10003154,技术,配件,"Enermax 鼠标, 实惠",376.04,2,0.0,93.8,2,2021,5,2,4,0.24944154877140728,0,188.02
8074,CN-202023-3969050,2024-01-18,2024-01-20,一级,施奇-11410,施奇,消费者,绵阳,四川,中国,西南,家具-书架-10004528,家具,书架,"Bush 书库, 白色",6162.912,6,0.4,-1233.288,2,2024,1,1,3,-0.20011449133137063,1,1027.152
8075,CN-202023-3969050,2024-01-18,2024-01-20,一级,施奇-11410,施奇,消费者,绵阳,四川,中国,西南,家具-用具-10004193,家具,用具,"Rubvermaid 分层置放架, 耐用",248.304,4,0.4,16.464,2,2024,1,1,3,0.06630581867388362,0,62.076
8076,CN-202023-3969050,2024-01-18,2024-01-20,一级,施奇-11410,施奇,消费者,绵阳,四川,中国,西南,家具-书架-10003676,家具,书架,"Dania 墙角架, 传统",341.796,1,0.4,-131.124,2,2024,1,1,3,-0.38363234209879576,1,341.796
8077,CN-202023-3969050,2024-01-18,2024-01-20,一级,施奇-11410,施奇,消费者,绵阳,四川,中国,西南,技术-复印-10004535,技术,复印机,"佳能 墨水, 彩色",416.052,1,0.4,-215.068,2,2024,1,1,3,-0.5169257688942729,1,416.052
8078,CN-202023-3969050,2024-01-18,2024-01-20,一级,施奇-11410,施奇,消费者,绵阳,四川,中国,西南,办公用-器具-10002837,办公用品,器具,"Cuisinart 微波炉, 白色",1548.96,2,0.4,-774.4799999999998,2,2024,1,1,3,-0.49999999999999983,1,774.48
8079,CN-202023-2606671,2024-03-10,2024-03-13,一级,涂强-19405,涂强,消费者,南平,福建,中国,华东,家具-书架-10000904,家具,书架,"宜家 书架, 传统",1716.12,3,0.0,188.58,3,2024,3,1,6,0.1098874204601077,0,572.04
8080,CN-202023-2606671,2024-03-10,2024-03-13,一级,涂强-19405,涂强,消费者,南平,福建,中国,华东,办公用-系固-10000410,办公用品,系固件,"OIC 夹子, 金属",464.1,5,0.0,83.3,3,2024,3,1,6,0.17948717948717946,0,92.82000000000001
8081,CN-202021-2161331,2022-10-09,2022-10-12,一级,夏彩-10645,夏彩,消费者,南宁,广西,中国,中南,技术-复印-10000413,技术,复印机,"Hewlett 传真复印机, 红色",4458.3,5,0.0,445.2,3,2022,10,4,6,0.09985869053226566,0,891.6600000000001
8082,CN-202021-2161331,2022-10-09,2022-10-12,一级,夏彩-10645,夏彩,消费者,南宁,广西,中国,中南,家具-椅子-10000670,家具,椅子,"Office Star 凳子, 可调",1482.012,2,0.1,279.6919999999999,3,2022,10,4,6,0.18872451775019358,0,741.006
8083,CN-202021-2161331,2022-10-09,2022-10-12,一级,夏彩-10645,夏彩,消费者,南宁,广西,中国,中南,技术-复印-10002130,技术,复印机,"Brother 个人复印机, 每套两件",666.82,1,0.0,53.34,3,2022,10,4,6,0.07999160193155574,0,666.82
