行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
13386,CN-2024117651,2024/10/28,2024/10/29,标准级,岳-16485,顾红,消费者,惠州,贵州,中国,西南,办公-系固-10003318,办公用品,系固件,Smead 白色系固件,2371.81,2,0.0,830.96
13387,CN-2023153300,2023/04/11,2023/04/14,二级,林-10730,李凤兰,消费者,重庆,河南,中国,华中,办公-系固-10002266,办公用品,系固件,Avery 红色系固件,10043.75,3,0.0,992.38
13388,CN-2023644546,2023/01/18,2023/01/22,标准级,席-20226,刘璐,消费者,长春,广东,中国,华南,办公-标签-10003869,办公用品,标签,Wilson Jones 银色标签,18567.32,7,0.0,239.4
13389,CN-2024428410,2024/04/28,2024/05/03,一级,李-21112,金超,消费者,长春,吉林,中国,东北,家具-书架-10004273,家具,书架,Office Star 红色书架,159.73,1,0.56,-18.45
13390,CN-2022298554,2022/11/17,2022/11/23,当日,李-10890,孟文,消费者,上海,上海,中国,华东,家具-椅子-10001729,家具,椅子,Harbour Creations 白色椅子,17558.54,7,0.32,-3471.12
13391,CN-2021710503,2021/06/24,2021/06/27,标准级,吴-18341,张晶,公司,邯郸,广西,中国,华南,技术-配件-10001677,技术,配件,惠普 工业配件,20065.85,10,0.0,-1155.13
13392,CN-2022529917,2022/12/02,2022/12/03,标准级,周-21053,张帆,消费者,北京,湖南,中国,华中,办公-装订-10004606,办公用品,装订机,Avery 银色装订机,23841.0,8,0.32,-1990.77
13393,CN-2022929845,2022/05/10,2022/05/17,标准级,孙-12061,苏小红,公司,海门,湖北,中国,华中,技术-配件-10003973,技术,配件,思科 耐用配件,746.12,1,0.48,73.14
13394,CN-2024122974,2024/05/27,2024/05/29,标准级,王-13726,王文,消费者,北镇,甘肃,中国,西北,技术-设备-10002388,技术,设备,惠普 红色设备,8115.1,2,0.0,-347.72
13395,CN-2021474111,2021/11/19,2021/11/20,一级,孙-12589,戴建国,消费者,太原,湖北,中国,华中,家具-书架-10004172,家具,书架,SAFCO 红色书架,16940.85,9,0.0,-1304.72
13396,CN-2022987019,2022/07/27,2022/08/03,标准级,王-17228,邹勇,公司,杭州,海南,中国,华南,家具-桌子-10003606,家具,桌子,Novimex 白色桌子,46963.82,10,0.0,123.48
13397,CN-2024643999,2024/04/19,2024/04/26,标准级,杨-17271,马娟,消费者,沈阳,内蒙古,中国,华北,办公-系固-10003926,办公用品,系固件,Avery 红色系固件,3835.14,2,0.3,435.37
13398,CN-2023540012,2023/03/02,2023/03/06,一级,薛-13157,李霞,公司,长沙,湖南,中国,华中,办公-美术-10002843,办公用品,美术,Avery 红色美术,11838.3,6,0.0,274.63
13399,CN-2022318565,2022/01/11,2022/01/14,当日,宋-17943,赵梅,公司,宁德,浙江,中国,华东,办公-标签-10004089,办公用品,标签,Wilson Jones 黑色标签,4949.2,1,0.0,335.5
13400,CN-2021168041,2021/04/27,2021/04/29,标准级,王-18198,蔡建,消费者,拉萨,宁夏,中国,西北,技术-配件-10004122,技术,配件,柯尼卡 蓝色配件,28740.88,8,0.15,-5368.89
13401,CN-2023534852,2023/05/13,2023/05/16,二级,曹-13527,沈丹,消费者,沈阳,海南,中国,华南,技术-电话-10004807,技术,电话,思科 工业电话,12049.08,4,0.29,3423.89
13402,CN-2024145083,2024/07/14,2024/07/21,标准级,曹-17419,景坤,公司,沈阳,河北,中国,华北,技术-设备-10002515,技术,设备,三星 耐用设备,34480.96,10,0.0,4846.95
13403,CN-2024364469,2024/04/21,2024/04/25,标准级,吴-16969,王桂荣,消费者,北京,青海,中国,西北,技术-电话-10001575,技术,电话,松下 白色电话,2055.49,1,0.0,686.07
13404,CN-2024756004,2024/12/27,2024/12/30,标准级,霍-21308,张建,消费者,济南,山西,中国,华北,技术-复印-10001492,技术,复印机,思科 白色复印机,6798.23,6,0.45,327.15
13405,CN-2023874413,2023/10/05,2023/10/07,二级,赵-19099,蔡倩,消费者,太原,安徽,中国,华东,技术-电话-10000122,技术,电话,惠普 银色电话,11438.47,9,0.0,1459.84
13406,CN-2021128353,2021/01/06,2021/01/12,标准级,潘-14155,文洁,小型企业,西宁,黑龙江,中国,东北,办公-信封-10001095,办公用品,信封,KitchenAid 耐用信封,1342.25,9,0.0,438.46
13407,CN-2023141160,2023/06/10,2023/06/11,一级,王-21373,曹慧,公司,沈阳,内蒙古,中国,华北,家具-桌子-10001413,家具,桌子,Novimex 耐用桌子,3552.56,2,0.22,84.57
13408,CN-2024322336,2024/01/26,2024/01/28,标准级,冯-15004,韦玉华,消费者,南宁,河北,中国,华北,技术-配件-10003654,技术,配件,柯尼卡 耐用配件,2962.33,3,0.0,-7.54
13409,CN-2024768688,2024/05/05,2024/05/09,标准级,宋-13515,项彬,消费者,宁德,内蒙古,中国,华北,技术-复印-10002108,技术,复印机,惠普 红色复印机,44759.31,9,0.0,-7423.52
13410,CN-2024281013,2024/09/28,2024/10/02,标准级,林-21261,王畅,消费者,巢湖,黑龙江,中国,东北,家具-桌子-10003348,家具,桌子,SAFCO 耐用桌子,720.44,1,0.0,25.59
13411,CN-2023356877,2023/05/27,2023/06/01,二级,顾-10058,李佳,小型企业,巢湖,四川,中国,西南,技术-设备-10002485,技术,设备,松下 耐用设备,19903.54,9,0.0,3557.03
13412,CN-2022541273,2022/11/17,2022/11/22,标准级,张-11769,张淑英,公司,大冶,广东,中国,华南,办公-系固-10003291,办公用品,系固件,Fiskars 工业系固件,375.53,3,0.0,5.54
13413,CN-2023350388,2023/08/15,2023/08/18,二级,王-12546,薛瑞,公司,惠州,海南,中国,华南,技术-设备-10000441,技术,设备,松下 银色设备,1816.49,1,0.0,-30.65
13414,CN-2022119420,2022/04/03,2022/04/04,标准级,韩-14451,陈鑫,消费者,海口,河南,中国,华中,办公-器具-10004137,办公用品,器具,KitchenAid 黑色器具,7472.52,4,0.0,2778.96
13415,CN-2023352423,2023/11/19,2023/11/23,标准级,冯-14321,阎璐,小型企业,北京,北京,中国,华北,技术-电话-10000909,技术,电话,松下 实惠电话,12084.74,3,0.0,1889.12
13416,CN-2023938068,2023/09/14,2023/09/20,一级,郭-18962,萧欣,公司,兴城,辽宁,中国,东北,家具-用具-10002799,家具,用具,Harbour Creations 耐用用具,19362.95,9,0.0,7395.29
13417,CN-2022875936,2022/08/03,2022/08/07,当日,唐-21858,韩莉,消费者,齐齐哈尔,天津,中国,华北,办公-纸张-10004019,办公用品,纸张,KitchenAid 工业纸张,3879.22,9,0.0,187.74
13418,CN-2023274512,2023/04/11,2023/04/12,标准级,潘-15076,陈琴,消费者,武汉,浙江,中国,华东,办公-美术-10000117,办公用品,美术,Fiskars 白色美术,3793.73,1,0.0,-232.49
13419,CN-2022904070,2022/09/07,2022/09/12,标准级,陈-11069,王成,消费者,长沙,河南,中国,华中,家具-用具-10004312,家具,用具,Novimex 银色用具,14536.41,6,0.34,-2561.51
13420,CN-2021605476,2021/11/22,2021/11/25,一级,萧-11185,雷明,公司,南京,海南,中国,华南,技术-复印-10003165,技术,复印机,诺基亚 蓝色复印机,12559.83,6,0.47,-677.65
13421,CN-2021413036,2021/08/28,2021/08/29,二级,周-20986,韩淑华,消费者,通辽,吉林,中国,东北,家具-用具-10000210,家具,用具,Harbour Creations 蓝色用具,2306.26,1,0.28,-365.17
13422,CN-2024286914,2024/02/06,2024/02/13,标准级,吴-15370,颜艳,消费者,关岭,山东,中国,华东,家具-书架-10000965,家具,书架,Novimex 工业书架,12979.68,9,0.0,-346.24
13423,CN-2024455367,2024/12/17,2024/12/21,标准级,焦-21376,涂辉,消费者,齐齐哈尔,黑龙江,中国,东北,办公-用品-10000784,办公用品,用品,Avery 白色用品,2723.54,3,0.0,1022.09
13424,CN-2024524365,2024/10/07,2024/10/11,标准级,刘-11144,任红梅,消费者,澳门,广东,中国,华南,技术-电话-10003154,技术,电话,诺基亚 实惠电话,48530.65,10,0.0,15178.12
13425,CN-2021660763,2021/12/11,2021/12/18,标准级,张-10555,李欢,消费者,杭州,湖南,中国,华中,家具-书架-10003699,家具,书架,SAFCO 银色书架,1590.34,6,0.0,380.04
13426,CN-2023473749,2023/05/13,2023/05/14,一级,黎-19508,罗秀英,公司,梧州,陕西,中国,西北,技术-配件-10001602,技术,配件,柯尼卡 实惠配件,1842.85,5,0.0,-184.31
13427,CN-2022903555,2022/09/11,2022/09/15,二级,杨-14019,吴佳,消费者,辛集,山西,中国,华北,技术-电话-10003036,技术,电话,松下 耐用电话,4062.75,6,0.0,1229.42
13428,CN-2024994577,2024/06/07,2024/06/08,一级,王-21460,康云,公司,香港,青海,中国,西北,家具-桌子-10004624,家具,桌子,Novimex 蓝色桌子,797.16,2,0.0,286.37
13429,CN-2021572868,2021/08/11,2021/08/17,标准级,赵-10889,吴飞,消费者,六安,辽宁,中国,东北,家具-书架-10003659,家具,书架,SAFCO 红色书架,25190.63,8,0.0,-1934.22
13430,CN-2021812639,2021/05/10,2021/05/12,标准级,陈-17782,陈超,消费者,宁德,天津,中国,华北,家具-椅子-10001246,家具,椅子,Office Star 蓝色椅子,17286.62,10,0.0,-1399.73
13431,CN-2021853495,2021/05/05,2021/05/09,标准级,王-14591,周娜,消费者,沈阳,河南,中国,华中,家具-用具-10004818,家具,用具,Harbour Creations 黑色用具,4869.92,1,0.0,1734.32
13432,CN-2023741271,2023/07/03,2023/07/05,标准级,梁-17756,刘瑞,消费者,宜都,江西,中国,华东,办公-收纳-10002320,办公用品,收纳具,Wilson Jones 蓝色收纳具,1230.36,8,0.0,-126.58
13433,CN-2023953003,2023/05/05,2023/05/12,一级,韩-16029,谢雪梅,消费者,北京,北京,中国,华北,办公-系固-10001899,办公用品,系固件,Smead 耐用系固件,13259.02,4,0.0,-1279.97
13434,CN-2023836516,2023/10/13,2023/10/14,二级,张-11093,高琳,消费者,海口,西藏,中国,西南,办公-装订-10000229,办公用品,装订机,Fiskars 红色装订机,23378.94,7,0.0,-4535.81
13435,CN-2023498174,2023/05/22,2023/05/23,二级,王-17044,牛华,消费者,昆明,云南,中国,西南,办公-器具-10004034,办公用品,器具,KitchenAid 耐用器具,6251.46,2,0.36,2213.53
13436,CN-2021508189,2021/11/13,2021/11/17,标准级,刘-11611,张玉珍,公司,西宁,新疆,中国,西北,家具-椅子-10004375,家具,椅子,Novimex 耐用椅子,9928.31,3,0.0,3210.28
13437,CN-2022906489,2022/06/10,2022/06/12,二级,吴-20947,冯云,消费者,佛山,新疆,中国,西北,技术-设备-10000624,技术,设备,三星 黑色设备,37773.38,9,0.0,-5017.98
13438,CN-2022280879,2022/05/16,2022/05/17,标准级,刘-16722,王秀梅,公司,重庆,重庆,中国,西南,技术-设备-10001862,技术,设备,松下 工业设备,4207.34,1,0.0,1626.76
13439,CN-2021787509,2021/11/21,2021/11/28,二级,涂-14212,植倩,消费者,六盘水,甘肃,中国,西北,技术-设备-10000141,技术,设备,诺基亚 耐用设备,11367.36,7,0.0,-1485.15
13440,CN-2023838284,2023/05/05,2023/05/07,标准级,孙-11644,梁瑞,公司,北镇,湖北,中国,华中,家具-书架-10003096,家具,书架,SAFCO 黑色书架,3734.4,1,0.0,304.8
13441,CN-2023190292,2023/05/09,2023/05/15,标准级,李-20480,雷凤兰,消费者,通辽,湖北,中国,华中,办公-器具-10004232,办公用品,器具,Smead 红色器具,4864.7,8,0.4,823.34
13442,CN-2024562469,2024/02/01,2024/02/07,一级,李-10054,周丽娟,公司,兴安盟,四川,中国,西南,家具-用具-10004811,家具,用具,Harbour Creations 红色用具,27487.14,7,0.0,7546.39
13443,CN-2024478814,2024/08/04,2024/08/07,标准级,王-12727,廖荣,消费者,济南,辽宁,中国,东北,技术-电话-10004829,技术,电话,柯尼卡 白色电话,21122.84,5,0.0,3205.34
13444,CN-2022330013,2022/03/13,2022/03/17,二级,张-14555,王秀云,消费者,永安,河南,中国,华中,办公-装订-10000770,办公用品,装订机,Avery 银色装订机,7596.14,2,0.0,-643.05
13445,CN-2021896002,2021/02/19,2021/02/23,二级,胡-17095,滕秀英,小型企业,西宁,贵州,中国,西南,办公-器具-10003510,办公用品,器具,KitchenAid 工业器具,995.07,2,0.0,125.6
13446,CN-2023335119,2023/07/15,2023/07/18,标准级,曾-11706,朱浩,消费者,宜都,湖北,中国,华中,办公-美术-10000041,办公用品,美术,Wilson Jones 红色美术,9893.62,2,0.0,3618.23
13447,CN-2022605073,2022/04/19,2022/04/22,标准级,黄-15476,白彬,消费者,惠州,江西,中国,华东,家具-椅子-10001423,家具,椅子,SAFCO 黑色椅子,3645.23,1,0.0,-349.57
13448,CN-2023100948,2023/12/10,2023/12/13,二级,李-12630,门涛,消费者,邯郸,贵州,中国,西南,技术-电话-10004287,技术,电话,柯尼卡 黑色电话,2146.97,1,0.0,147.99
13449,CN-2021308491,2021/07/13,2021/07/15,标准级,王-17293,黄秀芳,消费者,呼和浩特,海南,中国,华南,技术-复印-10000455,技术,复印机,松下 白色复印机,21632.07,5,0.0,6825.74
13450,CN-2021626778,2021/11/25,2021/11/27,标准级,吴-11235,罗杨,公司,济南,宁夏,中国,西北,办公-系固-10002306,办公用品,系固件,Fiskars 实惠系固件,22729.78,5,0.0,-1462.47
13451,CN-2023907148,2023/10/17,2023/10/20,标准级,李-18195,张玉兰,消费者,银川,河南,中国,华中,办公-美术-10004445,办公用品,美术,Fiskars 工业美术,6509.88,6,0.11,224.4
13452,CN-2024612613,2024/04/18,2024/04/22,二级,钟-16052,陈飞,小型企业,荆门,安徽,中国,华东,技术-设备-10004120,技术,设备,思科 白色设备,7987.98,6,0.0,-1125.71
13453,CN-2022833421,2022/06/16,2022/06/17,标准级,马-19796,施佳,公司,南昌,河南,中国,华中,办公-收纳-10000345,办公用品,收纳具,Smead 蓝色收纳具,27047.01,6,0.0,1424.99
13454,CN-2024797837,2024/03/17,2024/03/23,标准级,李-19260,蒋桂芳,公司,西安,河南,中国,华中,家具-用具-10001724,家具,用具,Hon 黑色用具,9945.95,3,0.0,817.46
13455,CN-2024734586,2024/06/11,2024/06/13,标准级,张-18340,戴建国,公司,淮安,湖南,中国,华中,家具-椅子-10000633,家具,椅子,Novimex 黑色椅子,305.07,1,0.34,-43.64
13456,CN-2021510563,2021/01/25,2021/01/26,标准级,周-15909,杨玲,消费者,宁德,广东,中国,华南,家具-书架-10003452,家具,书架,Harbour Creations 工业书架,9478.41,2,0.0,-276.83
13457,CN-2021343546,2021/03/23,2021/03/25,标准级,成-18882,王旭,消费者,北京,北京,中国,华北,办公-纸张-10002236,办公用品,纸张,Avery 蓝色纸张,2433.35,4,0.52,-486.15
13458,CN-2021204543,2021/03/04,2021/03/10,标准级,柯-11052,张丹,消费者,银川,黑龙江,中国,东北,技术-电话-10003528,技术,电话,三星 蓝色电话,6473.85,6,0.0,-441.66
13459,CN-2024292485,2024/03/20,2024/03/21,标准级,史-12843,韦丽娟,消费者,石家庄,吉林,中国,东北,办公-用品-10003818,办公用品,用品,KitchenAid 工业用品,19520.84,7,0.0,4895.32
13460,CN-2024647470,2024/08/27,2024/09/03,标准级,陈-16142,李想,公司,海口,辽宁,中国,东北,技术-设备-10003503,技术,设备,三星 实惠设备,556.72,3,0.48,-27.95
13461,CN-2024195013,2024/07/17,2024/07/22,二级,李-21506,朱颖,消费者,北京,北京,中国,华北,办公-装订-10004826,办公用品,装订机,Smead 银色装订机,9756.22,4,0.0,-1539.93
13462,CN-2023238375,2023/04/14,2023/04/21,标准级,蔡-11322,曹文,公司,宁德,甘肃,中国,西北,办公-器具-10000808,办公用品,器具,Fiskars 红色器具,5311.0,4,0.0,172.27
13463,CN-2022290138,2022/09/07,2022/09/14,标准级,雷-12232,孙凤兰,小型企业,海口,天津,中国,华北,家具-桌子-10004747,家具,桌子,Novimex 蓝色桌子,709.65,6,0.0,181.11
13464,CN-2021356448,2021/03/11,2021/03/16,标准级,沙-20281,卫玉,消费者,深圳,广西,中国,华南,家具-书架-10001915,家具,书架,SAFCO 红色书架,9660.56,3,0.0,541.35
13465,CN-2024881703,2024/07/22,2024/07/29,标准级,潘-18266,岳龙,消费者,上海,上海,中国,华东,家具-桌子-10000852,家具,桌子,SAFCO 黑色桌子,34915.19,9,0.0,2970.3
13466,CN-2022946953,2022/12/02,2022/12/06,二级,宋-13720,张桂兰,消费者,嘉禾,陕西,中国,西北,家具-桌子-10001385,家具,桌子,Novimex 黑色桌子,11858.97,10,0.0,321.67
13467,CN-2024194007,2024/08/11,2024/08/14,一级,郑-18620,雷建,消费者,兴城,陕西,中国,西北,技术-复印-10002659,技术,复印机,惠普 银色复印机,9927.3,5,0.39,-1206.16
13468,CN-2024451440,2024/06/24,2024/06/26,标准级,张-12624,陈玲,消费者,贵阳,西藏,中国,西南,家具-桌子-10000057,家具,桌子,SAFCO 黑色桌子,5881.77,9,0.0,1463.94
13469,CN-2023445151,2023/02/02,2023/02/08,标准级,吴-14083,袁玉华,消费者,张家港,湖南,中国,华中,办公-标签-10000158,办公用品,标签,KitchenAid 蓝色标签,9912.78,2,0.0,-1090.39
13470,CN-2021931028,2021/12/06,2021/12/13,二级,仲-11335,刘桂英,公司,通辽,河南,中国,华中,技术-复印-10000950,技术,复印机,诺基亚 工业复印机,4129.13,2,0.15,996.12
13471,CN-2022241425,2022/10/06,2022/10/13,二级,廖-20569,萧霞,消费者,宁德,河北,中国,华北,技术-设备-10001287,技术,设备,柯尼卡 银色设备,21563.46,10,0.31,-2949.73
13472,CN-2023214649,2023/11/23,2023/11/30,标准级,孟-20386,马坤,消费者,银川,湖北,中国,华中,家具-椅子-10001709,家具,椅子,Novimex 耐用椅子,3406.56,5,0.0,-289.24
13473,CN-2022180328,2022/10/03,2022/10/04,标准级,曾-18774,邓晨,公司,石家庄,辽宁,中国,东北,家具-书架-10000257,家具,书架,SAFCO 工业书架,8397.88,2,0.0,1906.94
13474,CN-2023643931,2023/12/10,2023/12/16,一级,李-20516,鞠玉兰,小型企业,北京,山西,中国,华北,办公-收纳-10002762,办公用品,收纳具,Wilson Jones 耐用收纳具,5894.5,6,0.56,1771.17
13475,CN-2021547708,2021/08/20,2021/08/22,标准级,徐-17282,贾华,公司,重庆,重庆,中国,西南,家具-桌子-10000062,家具,桌子,SAFCO 耐用桌子,6357.7,3,0.54,1138.2
13476,CN-2022158332,2022/12/17,2022/12/24,标准级,覃-17241,潘超,消费者,成都,黑龙江,中国,东北,家具-椅子-10000663,家具,椅子,Novimex 红色椅子,1282.54,1,0.0,142.29
13477,CN-2024384152,2024/05/25,2024/06/01,标准级,黄-10229,王娜,消费者,太原,安徽,中国,华东,技术-配件-10001041,技术,配件,柯尼卡 银色配件,16894.91,9,0.34,2765.09
13478,CN-2024956466,2024/06/13,2024/06/14,标准级,马-20877,艾畅,公司,长春,广东,中国,华南,办公-收纳-10002566,办公用品,收纳具,Avery 黑色收纳具,12621.26,9,0.55,-1699.07
13479,CN-2024969480,2024/01/13,2024/01/17,标准级,侯-16422,唐建军,消费者,南京,新疆,中国,西北,办公-纸张-10002274,办公用品,纸张,GlobeWeis 红色纸张,20527.92,7,0.41,399.49
13480,CN-2024470272,2024/12/16,2024/12/17,一级,刘-15303,文兰英,小型企业,重庆,海南,中国,华南,家具-用具-10004597,家具,用具,Novimex 红色用具,11565.41,3,0.0,1472.1
13481,CN-2021286352,2021/03/16,2021/03/22,二级,花-18964,张瑞,消费者,潮州,海南,中国,华南,家具-书架-10000904,家具,书架,SAFCO 红色书架,2646.45,6,0.28,943.87
13482,CN-2021307155,2021/12/03,2021/12/09,标准级,曹-17034,王桂兰,消费者,天津,湖南,中国,华中,办公-装订-10001987,办公用品,装订机,GlobeWeis 蓝色装订机,25584.72,10,0.36,2080.84
13483,CN-2021784015,2021/04/11,2021/04/15,标准级,何-21133,刘浩,消费者,惠州,江苏,中国,华东,家具-桌子-10000831,家具,桌子,Office Star 耐用桌子,26419.41,10,0.0,-48.66
13484,CN-2022129830,2022/07/20,2022/07/22,标准级,郑-14635,李欢,公司,邯郸,湖南,中国,华中,家具-椅子-10000472,家具,椅子,Harbour Creations 耐用椅子,2967.17,2,0.11,1085.23
13485,CN-2024232296,2024/12/05,2024/12/07,标准级,段-17139,刘丹丹,消费者,哈尔滨,云南,中国,西南,技术-配件-10000975,技术,配件,诺基亚 实惠配件,9288.03,2,0.0,-1602.19
13486,CN-2023444846,2023/09/06,2023/09/13,二级,黄-18998,何桂芳,小型企业,沈阳,湖南,中国,华中,技术-设备-10001932,技术,设备,三星 实惠设备,4984.36,4,0.0,-142.46
13487,CN-2021154326,2021/07/15,2021/07/22,标准级,任-12408,朱俊,小型企业,台北,云南,中国,西南,家具-用具-10002102,家具,用具,SAFCO 黑色用具,729.33,4,0.42,165.91
13488,CN-2021763406,2021/01/17,2021/01/24,标准级,岳-20477,陈凤兰,公司,北镇,河北,中国,华北,家具-用具-10000459,家具,用具,Hon 红色用具,633.1,4,0.2,180.38
13489,CN-2022435090,2022/05/07,2022/05/08,标准级,郝-16983,邵建军,小型企业,关岭,浙江,中国,华东,家具-椅子-10003365,家具,椅子,Office Star 实惠椅子,6243.8,10,0.24,-278.68
13490,CN-2023721009,2023/02/12,2023/02/16,标准级,周-13052,张玉珍,消费者,沈阳,海南,中国,华南,办公-装订-10002800,办公用品,装订机,Wilson Jones 黑色装订机,10003.02,3,0.0,804.1
13491,CN-2024789875,2024/01/12,2024/01/14,二级,杨-20642,雷小红,小型企业,海门,辽宁,中国,东北,家具-桌子-10004976,家具,桌子,Office Star 黑色桌子,14582.76,3,0.0,742.09
13492,CN-2022570248,2022/08/07,2022/08/09,二级,周-12484,李鑫,消费者,北镇,山东,中国,华东,技术-电话-10004679,技术,电话,松下 白色电话,2027.62,8,0.0,801.9
13493,CN-2023868415,2023/11/06,2023/11/13,二级,贾-10421,乔杰,小型企业,沈阳,辽宁,中国,东北,家具-椅子-10000518,家具,椅子,Hon 白色椅子,818.09,3,0.0,190.9
13494,CN-2024826482,2024/12/06,2024/12/09,标准级,向-17786,熊帅,小型企业,上海,上海,中国,华东,办公-美术-10004363,办公用品,美术,Fiskars 工业美术,27658.84,10,0.0,10931.88
13495,CN-2022751596,2022/07/06,2022/07/08,标准级,赵-21788,刘雪,消费者,巢湖,安徽,中国,华东,办公-用品-10001119,办公用品,用品,KitchenAid 黑色用品,7097.39,5,0.27,-1313.02
13496,CN-2024460337,2024/06/28,2024/06/30,标准级,任-15815,张欣,消费者,海口,甘肃,中国,西北,技术-设备-10001643,技术,设备,三星 白色设备,3510.32,3,0.4,805.71
13497,CN-2024401567,2024/02/15,2024/02/20,标准级,刘-20399,赵敏,消费者,惠州,山西,中国,华北,技术-设备-10003166,技术,设备,诺基亚 工业设备,29973.79,7,0.0,1653.59
13498,CN-2023128624,2023/06/02,2023/06/04,标准级,张-21466,柏帅,消费者,宁德,辽宁,中国,东北,家具-椅子-10002729,家具,椅子,Novimex 蓝色椅子,4827.67,3,0.0,806.35
13499,CN-2022617719,2022/12/25,2022/12/27,标准级,戴-14190,谢海燕,消费者,哈尔滨,陕西,中国,西北,办公-信封-10004106,办公用品,信封,Fiskars 黑色信封,3040.85,2,0.57,-476.31
13500,CN-2021886473,2021/08/22,2021/08/23,二级,杨-14953,贾军,消费者,大冶,黑龙江,中国,东北,家具-桌子-10004832,家具,桌子,Office Star 工业桌子,17711.09,6,0.28,340.14
13501,CN-2022825058,2022/12/15,2022/12/17,标准级,彭-10004,张莉,消费者,柳州,天津,中国,华北,技术-电话-10003436,技术,电话,惠普 银色电话,2772.61,6,0.29,668.6
13502,CN-2021859980,2021/07/11,2021/07/12,二级,史-14596,唐杨,公司,合肥,天津,中国,华北,家具-椅子-10000396,家具,椅子,Hon 蓝色椅子,2932.97,1,0.0,631.63
13503,CN-2021925722,2021/03/10,2021/03/14,当日,廖-14664,彭楠,公司,昆明,云南,中国,西南,办公-装订-10004893,办公用品,装订机,Avery 蓝色装订机,43166.24,10,0.0,4603.38
13504,CN-2022129515,2022/04/23,2022/04/24,一级,平-16815,常宁,消费者,东莞,湖南,中国,华中,技术-复印-10002214,技术,复印机,松下 白色复印机,2672.48,9,0.24,582.17
13505,CN-2024930385,2024/07/10,2024/07/14,标准级,杨-12376,陈鑫,消费者,齐齐哈尔,浙江,中国,华东,办公-系固-10003082,办公用品,系固件,Avery 黑色系固件,21535.08,10,0.19,-3919.69
13506,CN-2021208617,2021/02/19,2021/02/22,标准级,易-16259,黄桂珍,消费者,西宁,青海,中国,西北,办公-收纳-10002140,办公用品,收纳具,Fiskars 蓝色收纳具,12284.56,6,0.0,848.85
13507,CN-2023862491,2023/04/06,2023/04/11,一级,王-21901,贺晶,消费者,兴安盟,黑龙江,中国,东北,家具-椅子-10002836,家具,椅子,Office Star 黑色椅子,3903.26,4,0.49,591.71
13508,CN-2022927057,2022/02/04,2022/02/08,一级,王-11758,董淑英,公司,北京,北京,中国,华北,办公-美术-10004016,办公用品,美术,Fiskars 耐用美术,18009.37,6,0.0,-2857.1
13509,CN-2022189705,2022/01/17,2022/01/21,标准级,申-21221,韦龙,消费者,南昌,黑龙江,中国,东北,办公-标签-10000821,办公用品,标签,KitchenAid 黑色标签,8296.84,5,0.54,3308.59
13510,CN-2022148075,2022/01/18,2022/01/25,标准级,武-15587,杨秀英,消费者,太原,河南,中国,华中,家具-椅子-10003781,家具,椅子,Office Star 实惠椅子,21525.39,8,0.26,-2560.43
13511,CN-2022882218,2022/05/09,2022/05/14,标准级,李-12016,李桂花,消费者,潮州,江西,中国,华东,办公-美术-10002081,办公用品,美术,Fiskars 红色美术,20823.94,9,0.0,4379.88
13512,CN-2022822672,2022/07/05,2022/07/10,标准级,韩-11048,周红,消费者,香港,浙江,中国,华东,技术-设备-10000241,技术,设备,思科 蓝色设备,6264.89,7,0.58,-426.25
13513,CN-2021897963,2021/02/12,2021/02/15,标准级,谷-18678,李桂荣,公司,西安,广西,中国,华南,办公-系固-10001237,办公用品,系固件,GlobeWeis 黑色系固件,1402.42,4,0.38,-203.14
13514,CN-2023112266,2023/09/08,2023/09/13,标准级,李-15751,孙超,公司,合山,陕西,中国,西北,技术-配件-10003443,技术,配件,惠普 黑色配件,2815.14,1,0.0,-10.1
13515,CN-2022762630,2022/05/13,2022/05/17,二级,唐-13239,赖丽丽,小型企业,海门,山东,中国,华东,家具-书架-10002172,家具,书架,Novimex 耐用书架,26205.29,6,0.0,-1251.58
13516,CN-2021619730,2021/09/17,2021/09/20,标准级,杨-15696,陈海燕,消费者,长沙,吉林,中国,东北,办公-收纳-10001724,办公用品,收纳具,GlobeWeis 耐用收纳具,12720.74,5,0.0,4107.49
13517,CN-2021312484,2021/12/21,2021/12/24,标准级,胡-18663,魏洋,消费者,辽阳,甘肃,中国,西北,办公-系固-10000144,办公用品,系固件,Avery 黑色系固件,30136.36,10,0.0,-3362.85
13518,CN-2024401180,2024/05/12,2024/05/13,标准级,刘-12844,苏林,小型企业,北镇,河北,中国,华北,技术-电话-10000260,技术,电话,诺基亚 蓝色电话,31558.7,9,0.0,4720.57
13519,CN-2023840574,2023/09/24,2023/09/25,标准级,周-11720,巩丽华,公司,邯郸,吉林,中国,东北,家具-书架-10003228,家具,书架,Hon 耐用书架,27397.46,7,0.0,-1890.56
13520,CN-2024395117,2024/10/19,2024/10/21,标准级,陈-13712,翁文,小型企业,北京,北京,中国,华北,家具-椅子-10000977,家具,椅子,Novimex 工业椅子,27878.88,7,0.0,-533.12
13521,CN-2024983214,2024/03/13,2024/03/15,标准级,田-10791,黄红梅,消费者,柳州,广西,中国,华南,家具-椅子-10003316,家具,椅子,Novimex 银色椅子,37510.37,9,0.0,5000.32
