客户 ID,最近购买日期,购买频率,购买金额,R_天数,客户名称,细分,地区,R_Score,F_Score,M_Score,RFM_总分,RFM_平均分,客户分群,价值等级
邱秋-11575,2024-07-10,10,22897.028,173,邱秋,公司,华北,2,2,3,7,2.3333333333333335,需挽留客户,普通客户
邱秋-11575,2024-07-10,10,22897.028,173,邱秋,公司,东北,2,2,3,7,2.3333333333333335,需挽留客户,普通客户
邱秋-11575,2024-07-10,10,22897.028,173,邱秋,公司,中南,2,2,3,7,2.3333333333333335,需挽留客户,普通客户
邱秋-11575,2024-07-10,10,22897.028,173,邱秋,公司,西南,2,2,3,7,2.3333333333333335,需挽留客户,普通客户
邱芯-13930,2024-10-15,13,23456.915999999997,76,邱芯,消费者,华北,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
邱芯-13930,2024-10-15,13,23456.915999999997,76,邱芯,消费者,东北,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
邱芯-13930,2024-10-15,13,23456.915999999997,76,邱芯,消费者,华东,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
邱荷-13690,2024-10-08,10,2955.96,83,邱荷,消费者,华东,3,2,1,6,2.0,一般客户,普通客户
邱荷-13690,2024-10-08,10,2955.96,83,邱荷,消费者,中南,3,2,1,6,2.0,一般客户,普通客户
邱荷-13690,2024-10-08,10,2955.96,83,邱荷,消费者,西北,3,2,1,6,2.0,一般客户,普通客户
邱荷-13690,2024-10-08,10,2955.96,83,邱荷,消费者,东北,3,2,1,6,2.0,一般客户,普通客户
邱荷-13690,2024-10-08,10,2955.96,83,邱荷,消费者,华北,3,2,1,6,2.0,一般客户,普通客户
邱谦-19240,2024-10-03,12,24511.76,88,邱谦,消费者,西南,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
邱谦-19240,2024-10-03,12,24511.76,88,邱谦,消费者,华东,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
邱谦-19240,2024-10-03,12,24511.76,88,邱谦,消费者,华北,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
邱谦-19255,2024-12-30,17,38200.623999999996,0,邱谦,公司,西北,5,4,5,14,4.666666666666667,高价值客户,VIP客户
邱谦-19255,2024-12-30,17,38200.623999999996,0,邱谦,公司,华东,5,4,5,14,4.666666666666667,高价值客户,VIP客户
邱谦-19255,2024-12-30,17,38200.623999999996,0,邱谦,公司,西南,5,4,5,14,4.666666666666667,高价值客户,VIP客户
邱谦-19255,2024-12-30,17,38200.623999999996,0,邱谦,公司,中南,5,4,5,14,4.666666666666667,高价值客户,VIP客户
邱谦-19255,2024-12-30,17,38200.623999999996,0,邱谦,公司,东北,5,4,5,14,4.666666666666667,高价值客户,VIP客户
邵伟-21565,2024-11-23,20,23716.868000000002,37,邵伟,公司,华东,4,5,4,13,4.333333333333333,高价值客户,VIP客户
邵伟-21565,2024-11-23,20,23716.868000000002,37,邵伟,公司,西南,4,5,4,13,4.333333333333333,高价值客户,VIP客户
邵伟-21565,2024-11-23,20,23716.868000000002,37,邵伟,公司,中南,4,5,4,13,4.333333333333333,高价值客户,VIP客户
邵伟-21565,2024-11-23,20,23716.868000000002,37,邵伟,公司,西北,4,5,4,13,4.333333333333333,高价值客户,VIP客户
邵兰-15715,2024-12-26,19,28492.156000000003,4,邵兰,消费者,华北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
邵兰-15715,2024-12-26,19,28492.156000000003,4,邵兰,消费者,华东,5,4,4,13,4.333333333333333,高价值客户,VIP客户
邵兰-15715,2024-12-26,19,28492.156000000003,4,邵兰,消费者,西北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
邵兰-15715,2024-12-26,19,28492.156000000003,4,邵兰,消费者,中南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
邵娜-18565,2024-11-19,21,45357.368,41,邵娜,小型企业,华东,4,5,5,14,4.666666666666667,高价值客户,VIP客户
邵娜-18565,2024-11-19,21,45357.368,41,邵娜,小型企业,东北,4,5,5,14,4.666666666666667,高价值客户,VIP客户
邵娜-18565,2024-11-19,21,45357.368,41,邵娜,小型企业,中南,4,5,5,14,4.666666666666667,高价值客户,VIP客户
邵娜-18565,2024-11-19,21,45357.368,41,邵娜,小型企业,西南,4,5,5,14,4.666666666666667,高价值客户,VIP客户
邵彩-10720,2023-11-20,13,32012.316,406,邵彩,小型企业,华东,1,3,4,8,2.6666666666666665,一般客户,普通客户
邵彩-10720,2023-11-20,13,32012.316,406,邵彩,小型企业,中南,1,3,4,8,2.6666666666666665,一般客户,普通客户
邵彩-10720,2023-11-20,13,32012.316,406,邵彩,小型企业,华北,1,3,4,8,2.6666666666666665,一般客户,普通客户
邵彩-10720,2023-11-20,13,32012.316,406,邵彩,小型企业,东北,1,3,4,8,2.6666666666666665,一般客户,普通客户
邵杰-14770,2024-10-24,7,8101.94,67,邵杰,小型企业,中南,3,1,1,5,1.6666666666666667,一般客户,低价值客户
邵杰-14770,2024-10-24,7,8101.94,67,邵杰,小型企业,华北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
邵绅-19990,2024-09-07,15,22039.752,114,邵绅,消费者,中南,2,4,3,9,3.0,一般客户,重要客户
邵绅-19990,2024-09-07,15,22039.752,114,邵绅,消费者,华东,2,4,3,9,3.0,一般客户,重要客户
邵绅-19990,2024-09-07,15,22039.752,114,邵绅,消费者,华北,2,4,3,9,3.0,一般客户,重要客户
邵鹏-19075,2024-11-14,21,14522.872,46,邵鹏,消费者,华东,4,5,2,11,3.6666666666666665,一般客户,重要客户
邵鹏-19075,2024-11-14,21,14522.872,46,邵鹏,消费者,中南,4,5,2,11,3.6666666666666665,一般客户,重要客户
邵鹏-19075,2024-11-14,21,14522.872,46,邵鹏,消费者,东北,4,5,2,11,3.6666666666666665,一般客户,重要客户
邵黎-16405,2024-10-08,10,20617.967999999997,83,邵黎明,小型企业,东北,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
邵黎-16405,2024-10-08,10,20617.967999999997,83,邵黎明,小型企业,中南,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
邵黎-16405,2024-10-08,10,20617.967999999997,83,邵黎明,小型企业,华北,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
邵黎-16420,2024-09-22,8,14204.26,99,邵黎明,公司,东北,3,1,2,6,2.0,一般客户,普通客户
邵黎-16420,2024-09-22,8,14204.26,99,邵黎明,公司,华东,3,1,2,6,2.0,一般客户,普通客户
邵黎-16420,2024-09-22,8,14204.26,99,邵黎明,公司,华北,3,1,2,6,2.0,一般客户,普通客户
邹丽-17680,2024-10-26,16,28413.588,65,邹丽雪,小型企业,西南,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
邹丽-17680,2024-10-26,16,28413.588,65,邹丽雪,小型企业,华东,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
邹丽-17680,2024-10-26,16,28413.588,65,邹丽雪,小型企业,中南,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
邹丽-17680,2024-10-26,16,28413.588,65,邹丽雪,小型企业,东北,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
邹伟-21610,2024-05-30,22,37696.624,214,邹伟,消费者,中南,2,5,5,12,4.0,一般客户,VIP客户
邹伟-21610,2024-05-30,22,37696.624,214,邹伟,消费者,华北,2,5,5,12,4.0,一般客户,VIP客户
邹伟-21610,2024-05-30,22,37696.624,214,邹伟,消费者,东北,2,5,5,12,4.0,一般客户,VIP客户
邹伟-21610,2024-05-30,22,37696.624,214,邹伟,消费者,华东,2,5,5,12,4.0,一般客户,VIP客户
邹凤-13000,2024-11-27,15,12966.967999999999,33,邹凤,消费者,中南,4,4,2,10,3.3333333333333335,一般客户,重要客户
邹凤-13000,2024-11-27,15,12966.967999999999,33,邹凤,消费者,华北,4,4,2,10,3.3333333333333335,一般客户,重要客户
邹凤-13000,2024-11-27,15,12966.967999999999,33,邹凤,消费者,东北,4,4,2,10,3.3333333333333335,一般客户,重要客户
邹凤-13000,2024-11-27,15,12966.967999999999,33,邹凤,消费者,西南,4,4,2,10,3.3333333333333335,一般客户,重要客户
邹妮-18625,2024-11-17,12,16330.047999999999,43,邹妮,公司,中南,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
邹妮-18625,2024-11-17,12,16330.047999999999,43,邹妮,公司,东北,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
邹妮-18625,2024-11-17,12,16330.047999999999,43,邹妮,公司,西南,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
邹妮-18625,2024-11-17,12,16330.047999999999,43,邹妮,公司,华东,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
邹妮-18625,2024-11-17,12,16330.047999999999,43,邹妮,公司,华北,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
邹实-20260,2023-09-30,6,9420.935999999998,457,邹实,公司,中南,1,1,1,3,1.0,需挽留客户,低价值客户
邹实-20260,2023-09-30,6,9420.935999999998,457,邹实,公司,西南,1,1,1,3,1.0,需挽留客户,低价值客户
邹实-20260,2023-09-30,6,9420.935999999998,457,邹实,公司,华东,1,1,1,3,1.0,需挽留客户,低价值客户
邹涛-21265,2024-04-28,19,36750.959,246,邹涛,公司,西南,1,4,5,10,3.3333333333333335,一般客户,重要客户
邹涛-21265,2024-04-28,19,36750.959,246,邹涛,公司,东北,1,4,5,10,3.3333333333333335,一般客户,重要客户
邹涛-21265,2024-04-28,19,36750.959,246,邹涛,公司,华北,1,4,5,10,3.3333333333333335,一般客户,重要客户
邹涛-21265,2024-04-28,19,36750.959,246,邹涛,公司,华东,1,4,5,10,3.3333333333333335,一般客户,重要客户
邹涛-21265,2024-04-28,19,36750.959,246,邹涛,公司,中南,1,4,5,10,3.3333333333333335,一般客户,重要客户
邹雯-21820,2024-11-14,7,15789.578000000001,46,邹雯,消费者,华东,4,1,2,7,2.3333333333333335,一般客户,普通客户
邹雯-21820,2024-11-14,7,15789.578000000001,46,邹雯,消费者,中南,4,1,2,7,2.3333333333333335,一般客户,普通客户
邹雯-21820,2024-11-14,7,15789.578000000001,46,邹雯,消费者,华北,4,1,2,7,2.3333333333333335,一般客户,普通客户
郝升-20095,2024-08-20,22,50041.768,132,郝升,消费者,中南,2,5,5,12,4.0,一般客户,VIP客户
郝升-20095,2024-08-20,22,50041.768,132,郝升,消费者,华北,2,5,5,12,4.0,一般客户,VIP客户
郝升-20095,2024-08-20,22,50041.768,132,郝升,消费者,西南,2,5,5,12,4.0,一般客户,VIP客户
郝升-20095,2024-08-20,22,50041.768,132,郝升,消费者,东北,2,5,5,12,4.0,一般客户,VIP客户
郝升-20095,2024-08-20,22,50041.768,132,郝升,消费者,华东,2,5,5,12,4.0,一般客户,VIP客户
郝壁-10420,2024-08-25,16,18094.412,127,郝壁,公司,西南,2,4,3,9,3.0,一般客户,重要客户
郝壁-10420,2024-08-25,16,18094.412,127,郝壁,公司,华东,2,4,3,9,3.0,一般客户,重要客户
郝壁-10420,2024-08-25,16,18094.412,127,郝壁,公司,东北,2,4,3,9,3.0,一般客户,重要客户
郝壁-10420,2024-08-25,16,18094.412,127,郝壁,公司,华北,2,4,3,9,3.0,一般客户,重要客户
郝壁-10420,2024-08-25,16,18094.412,127,郝壁,公司,中南,2,4,3,9,3.0,一般客户,重要客户
郝婷-21055,2024-06-26,12,31399.536,187,郝婷,消费者,华北,2,3,4,9,3.0,一般客户,重要客户
郝婷-21055,2024-06-26,12,31399.536,187,郝婷,消费者,中南,2,3,4,9,3.0,一般客户,重要客户
郝婷-21055,2024-06-26,12,31399.536,187,郝婷,消费者,东北,2,3,4,9,3.0,一般客户,重要客户
郝婷-21055,2024-06-26,12,31399.536,187,郝婷,消费者,华东,2,3,4,9,3.0,一般客户,重要客户
郝廉-17245,2024-08-12,13,16117.080000000002,140,郝廉,消费者,中南,2,3,3,8,2.6666666666666665,一般客户,普通客户
郝廉-17245,2024-08-12,13,16117.080000000002,140,郝廉,消费者,华东,2,3,3,8,2.6666666666666665,一般客户,普通客户
郝廉-17245,2024-08-12,13,16117.080000000002,140,郝廉,消费者,东北,2,3,3,8,2.6666666666666665,一般客户,普通客户
郝廉-17260,2024-03-09,11,18184.656000000003,296,郝廉,消费者,华东,1,2,3,6,2.0,需挽留客户,普通客户
郝廉-17260,2024-03-09,11,18184.656000000003,296,郝廉,消费者,中南,1,2,3,6,2.0,需挽留客户,普通客户
郝廉-17260,2024-03-09,11,18184.656000000003,296,郝廉,消费者,西南,1,2,3,6,2.0,需挽留客户,普通客户
郝惠-14380,2024-11-12,9,12735.716,48,郝惠,消费者,中南,4,2,2,8,2.6666666666666665,一般客户,普通客户
郝惠-14380,2024-11-12,9,12735.716,48,郝惠,消费者,华东,4,2,2,8,2.6666666666666665,一般客户,普通客户
郝惠-14380,2024-11-12,9,12735.716,48,郝惠,消费者,西南,4,2,2,8,2.6666666666666665,一般客户,普通客户
郝惠-14380,2024-11-12,9,12735.716,48,郝惠,消费者,东北,4,2,2,8,2.6666666666666665,一般客户,普通客户
郝柏-18940,2024-12-10,18,22451.576,20,郝柏,消费者,华东,5,4,3,12,4.0,重要保持客户,VIP客户
郝柏-18940,2024-12-10,18,22451.576,20,郝柏,消费者,东北,5,4,3,12,4.0,重要保持客户,VIP客户
郝柏-18940,2024-12-10,18,22451.576,20,郝柏,消费者,中南,5,4,3,12,4.0,重要保持客户,VIP客户
郝柏-18940,2024-12-10,18,22451.576,20,郝柏,消费者,华北,5,4,3,12,4.0,重要保持客户,VIP客户
郝涛-21175,2023-10-05,7,2596.44,452,郝涛,公司,中南,1,1,1,3,1.0,需挽留客户,低价值客户
郝涛-21175,2023-10-05,7,2596.44,452,郝涛,公司,华北,1,1,1,3,1.0,需挽留客户,低价值客户
郝涛-21175,2023-10-05,7,2596.44,452,郝涛,公司,西南,1,1,1,3,1.0,需挽留客户,低价值客户
郝立-16570,2024-09-30,26,28240.688,91,郝立勤,消费者,西南,3,5,4,12,4.0,重要保持客户,VIP客户
郝立-16570,2024-09-30,26,28240.688,91,郝立勤,消费者,华东,3,5,4,12,4.0,重要保持客户,VIP客户
郝立-16570,2024-09-30,26,28240.688,91,郝立勤,消费者,华北,3,5,4,12,4.0,重要保持客户,VIP客户
郝立-16570,2024-09-30,26,28240.688,91,郝立勤,消费者,中南,3,5,4,12,4.0,重要保持客户,VIP客户
郝立-16570,2024-09-30,26,28240.688,91,郝立勤,消费者,东北,3,5,4,12,4.0,重要保持客户,VIP客户
郝立-16765,2024-11-16,6,8762.796,44,郝立,消费者,东北,4,1,1,6,2.0,一般客户,普通客户
郝立-16765,2024-11-16,6,8762.796,44,郝立,消费者,中南,4,1,1,6,2.0,一般客户,普通客户
郝立-16765,2024-11-16,6,8762.796,44,郝立,消费者,华东,4,1,1,6,2.0,一般客户,普通客户
郝绅-19930,2024-11-18,10,26402.52999999999,42,郝绅,消费者,西南,4,2,4,10,3.3333333333333335,重要发展客户,重要客户
郝绅-19930,2024-11-18,10,26402.52999999999,42,郝绅,消费者,华北,4,2,4,10,3.3333333333333335,重要发展客户,重要客户
郝绅-19930,2024-11-18,10,26402.52999999999,42,郝绅,消费者,中南,4,2,4,10,3.3333333333333335,重要发展客户,重要客户
郭冬-12415,2024-05-04,7,12983.32,240,郭冬露,消费者,西南,1,1,2,4,1.3333333333333333,需挽留客户,低价值客户
郭冬-12415,2024-05-04,7,12983.32,240,郭冬露,消费者,华北,1,1,2,4,1.3333333333333333,需挽留客户,低价值客户
郭冬-12415,2024-05-04,7,12983.32,240,郭冬露,消费者,中南,1,1,2,4,1.3333333333333333,需挽留客户,低价值客户
郭刚-13150,2024-08-01,18,36764.840000000004,151,郭刚,公司,华东,2,4,5,11,3.6666666666666665,一般客户,重要客户
郭刚-13150,2024-08-01,18,36764.840000000004,151,郭刚,公司,华北,2,4,5,11,3.6666666666666665,一般客户,重要客户
郭刚-13150,2024-08-01,18,36764.840000000004,151,郭刚,公司,中南,2,4,5,11,3.6666666666666665,一般客户,重要客户
郭刚-13150,2024-08-01,18,36764.840000000004,151,郭刚,公司,东北,2,4,5,11,3.6666666666666665,一般客户,重要客户
郭升-20140,2024-07-30,11,23580.703999999998,153,郭升,公司,中南,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
郭升-20140,2024-07-30,11,23580.703999999998,153,郭升,公司,华北,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
郭升-20140,2024-07-30,11,23580.703999999998,153,郭升,公司,华东,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
郭博-10525,2024-09-16,10,17053.834,105,郭博,公司,华北,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
郭博-10525,2024-09-16,10,17053.834,105,郭博,公司,西北,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
郭博-10525,2024-09-16,10,17053.834,105,郭博,公司,中南,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
郭莲-17005,2024-02-24,17,31700.564,310,郭莲,消费者,华东,1,4,4,9,3.0,一般客户,重要客户
郭莲-17005,2024-02-24,17,31700.564,310,郭莲,消费者,东北,1,4,4,9,3.0,一般客户,重要客户
郭莲-17005,2024-02-24,17,31700.564,310,郭莲,消费者,西北,1,4,4,9,3.0,一般客户,重要客户
金诚-11260,2024-11-04,11,32246.452,56,金诚,消费者,西南,4,2,4,10,3.3333333333333335,重要发展客户,重要客户
金诚-11260,2024-11-04,11,32246.452,56,金诚,消费者,华东,4,2,4,10,3.3333333333333335,重要发展客户,重要客户
金诚-11260,2024-11-04,11,32246.452,56,金诚,消费者,东北,4,2,4,10,3.3333333333333335,重要发展客户,重要客户
钟丽-15760,2024-12-07,13,20833.007999999998,23,钟丽,小型企业,华东,5,3,3,11,3.6666666666666665,重要保持客户,重要客户
钟丽-15760,2024-12-07,13,20833.007999999998,23,钟丽,小型企业,中南,5,3,3,11,3.6666666666666665,重要保持客户,重要客户
钟丽-15760,2024-12-07,13,20833.007999999998,23,钟丽,小型企业,东北,5,3,3,11,3.6666666666666665,重要保持客户,重要客户
钟伟-21475,2024-10-10,7,6664.139999999999,81,钟伟,小型企业,东北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
钟伟-21475,2024-10-10,7,6664.139999999999,81,钟伟,小型企业,西北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
钟伟-21475,2024-10-10,7,6664.139999999999,81,钟伟,小型企业,中南,3,1,1,5,1.6666666666666667,一般客户,低价值客户
钟伟-21475,2024-10-10,7,6664.139999999999,81,钟伟,小型企业,华东,3,1,1,5,1.6666666666666667,一般客户,低价值客户
钟伟-21475,2024-10-10,7,6664.139999999999,81,钟伟,小型企业,华北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
钟宣-20860,2024-08-17,23,27206.703999999998,135,钟宣,公司,东北,2,5,4,11,3.6666666666666665,一般客户,重要客户
钟宣-20860,2024-08-17,23,27206.703999999998,135,钟宣,公司,西北,2,5,4,11,3.6666666666666665,一般客户,重要客户
钟宣-20860,2024-08-17,23,27206.703999999998,135,钟宣,公司,华北,2,5,4,11,3.6666666666666665,一般客户,重要客户
钟宣-20860,2024-08-17,23,27206.703999999998,135,钟宣,公司,中南,2,5,4,11,3.6666666666666665,一般客户,重要客户
钟宣-20860,2024-08-17,23,27206.703999999998,135,钟宣,公司,西南,2,5,4,11,3.6666666666666665,一般客户,重要客户
钟宣-20860,2024-08-17,23,27206.703999999998,135,钟宣,公司,华东,2,5,4,11,3.6666666666666665,一般客户,重要客户
钟庆-19510,2024-11-10,12,18187.120000000003,50,钟庆缘,小型企业,华北,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
钟庆-19510,2024-11-10,12,18187.120000000003,50,钟庆缘,小型企业,华东,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
钟庆-19510,2024-11-10,12,18187.120000000003,50,钟庆缘,小型企业,中南,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
钟庆-19510,2024-11-10,12,18187.120000000003,50,钟庆缘,小型企业,东北,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
钟庆-19510,2024-11-10,12,18187.120000000003,50,钟庆缘,小型企业,西南,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
钟忠-11485,2024-09-15,5,3652.6560000000004,106,钟忠,小型企业,华东,3,1,1,5,1.6666666666666667,一般客户,低价值客户
钟忠-11485,2024-09-15,5,3652.6560000000004,106,钟忠,小型企业,中南,3,1,1,5,1.6666666666666667,一般客户,低价值客户
钟忠-11485,2024-09-15,5,3652.6560000000004,106,钟忠,小型企业,华北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
钟松-20620,2024-11-28,12,8655.696,32,钟松,公司,华北,4,3,1,8,2.6666666666666665,一般客户,普通客户
钟松-20620,2024-11-28,12,8655.696,32,钟松,公司,中南,4,3,1,8,2.6666666666666665,一般客户,普通客户
钟松-20620,2024-11-28,12,8655.696,32,钟松,公司,华东,4,3,1,8,2.6666666666666665,一般客户,普通客户
钟松-20620,2024-11-28,12,8655.696,32,钟松,公司,东北,4,3,1,8,2.6666666666666665,一般客户,普通客户
钟松-20620,2024-11-28,12,8655.696,32,钟松,公司,西南,4,3,1,8,2.6666666666666665,一般客户,普通客户
钟立-16720,2024-12-18,19,29861.104,12,钟立,消费者,西南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
钟立-16720,2024-12-18,19,29861.104,12,钟立,消费者,华东,5,4,4,13,4.333333333333333,高价值客户,VIP客户
钟立-16720,2024-12-18,19,29861.104,12,钟立,消费者,中南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
钟立-16720,2024-12-18,19,29861.104,12,钟立,消费者,东北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
钟虹-13795,2023-09-16,5,4564.644,471,钟虹,小型企业,西南,1,1,1,3,1.0,需挽留客户,低价值客户
钟虹-13795,2023-09-16,5,4564.644,471,钟虹,小型企业,华北,1,1,1,3,1.0,需挽留客户,低价值客户
钟虹-13795,2023-09-16,5,4564.644,471,钟虹,小型企业,中南,1,1,1,3,1.0,需挽留客户,低价值客户
钱伟-21430,2024-09-15,14,16710.96,106,钱伟,公司,中南,3,3,3,9,3.0,重要保持客户,重要客户
钱伟-21430,2024-09-15,14,16710.96,106,钱伟,公司,华北,3,3,3,9,3.0,重要保持客户,重要客户
钱伟-21430,2024-09-15,14,16710.96,106,钱伟,公司,东北,3,3,3,9,3.0,重要保持客户,重要客户
钱伟-21430,2024-09-15,14,16710.96,106,钱伟,公司,华东,3,3,3,9,3.0,重要保持客户,重要客户
钱婵-10780,2024-10-09,15,14006.580000000002,82,钱婵娟,公司,华北,3,4,2,9,3.0,一般客户,重要客户
钱婵-10780,2024-10-09,15,14006.580000000002,82,钱婵娟,公司,中南,3,4,2,9,3.0,一般客户,重要客户
钱婵-10780,2024-10-09,15,14006.580000000002,82,钱婵娟,公司,西北,3,4,2,9,3.0,一般客户,重要客户
钱婵-10780,2024-10-09,15,14006.580000000002,82,钱婵娟,公司,华东,3,4,2,9,3.0,一般客户,重要客户
钱宁-18655,2024-12-11,18,33846.119999999995,19,钱宁,公司,东北,5,4,5,14,4.666666666666667,高价值客户,VIP客户
钱宁-18655,2024-12-11,18,33846.119999999995,19,钱宁,公司,华北,5,4,5,14,4.666666666666667,高价值客户,VIP客户
钱宁-18655,2024-12-11,18,33846.119999999995,19,钱宁,公司,华东,5,4,5,14,4.666666666666667,高价值客户,VIP客户
钱宁-18655,2024-12-11,18,33846.119999999995,19,钱宁,公司,中南,5,4,5,14,4.666666666666667,高价值客户,VIP客户
钱宁-18655,2024-12-11,18,33846.119999999995,19,钱宁,公司,西北,5,4,5,14,4.666666666666667,高价值客户,VIP客户
钱崆-15490,2024-06-19,8,8774.696,194,钱崆,消费者,东北,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
钱崆-15490,2024-06-19,8,8774.696,194,钱崆,消费者,中南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
钱崆-15490,2024-06-19,8,8774.696,194,钱崆,消费者,西南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
钱幂-18070,2024-12-09,7,3150.336,21,钱幂,小型企业,华东,5,1,1,7,2.3333333333333335,一般客户,普通客户
钱幂-18070,2024-12-09,7,3150.336,21,钱幂,小型企业,中南,5,1,1,7,2.3333333333333335,一般客户,普通客户
钱幂-18070,2024-12-09,7,3150.336,21,钱幂,小型企业,华北,5,1,1,7,2.3333333333333335,一般客户,普通客户
钱涛-21145,2024-12-11,12,21065.52,19,钱涛,公司,中南,5,3,3,11,3.6666666666666665,重要保持客户,重要客户
钱涛-21145,2024-12-11,12,21065.52,19,钱涛,公司,东北,5,3,3,11,3.6666666666666665,重要保持客户,重要客户
钱涛-21145,2024-12-11,12,21065.52,19,钱涛,公司,西北,5,3,3,11,3.6666666666666665,重要保持客户,重要客户
钱涛-21145,2024-12-11,12,21065.52,19,钱涛,公司,华东,5,3,3,11,3.6666666666666665,重要保持客户,重要客户
钱珊-19855,2024-06-02,14,30117.948,211,钱珊,公司,华东,2,3,4,9,3.0,一般客户,重要客户
钱珊-19855,2024-06-02,14,30117.948,211,钱珊,公司,东北,2,3,4,9,3.0,一般客户,重要客户
钱珊-19855,2024-06-02,14,30117.948,211,钱珊,公司,中南,2,3,4,9,3.0,一般客户,重要客户
钱珑-17830,2024-08-28,11,25868.08,124,钱珑,消费者,中南,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
钱珑-17830,2024-08-28,11,25868.08,124,钱珑,消费者,东北,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
钱珑-17830,2024-08-28,11,25868.08,124,钱珑,消费者,华东,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
陈丽-17605,2024-10-02,14,34424.236,89,陈丽雪,公司,西南,3,3,5,11,3.6666666666666665,重要保持客户,重要客户
陈丽-17605,2024-10-02,14,34424.236,89,陈丽雪,公司,东北,3,3,5,11,3.6666666666666665,重要保持客户,重要客户
陈丽-17605,2024-10-02,14,34424.236,89,陈丽雪,公司,华北,3,3,5,11,3.6666666666666665,重要保持客户,重要客户
陈丽-17605,2024-10-02,14,34424.236,89,陈丽雪,公司,中南,3,3,5,11,3.6666666666666665,重要保持客户,重要客户
陈丽-17605,2024-10-02,14,34424.236,89,陈丽雪,公司,华东,3,3,5,11,3.6666666666666665,重要保持客户,重要客户
陈健-14545,2024-11-28,19,20894.02,32,陈健,公司,华东,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
陈健-14545,2024-11-28,19,20894.02,32,陈健,公司,西南,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
陈健-14545,2024-11-28,19,20894.02,32,陈健,公司,中南,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
陈娟-15100,2024-05-25,8,17822.364,219,陈娟,消费者,中南,1,1,3,5,1.6666666666666667,需挽留客户,低价值客户
陈娟-15100,2024-05-25,8,17822.364,219,陈娟,消费者,华东,1,1,3,5,1.6666666666666667,需挽留客户,低价值客户
陈娟-15100,2024-05-25,8,17822.364,219,陈娟,消费者,东北,1,1,3,5,1.6666666666666667,需挽留客户,低价值客户
陈婉-21340,2024-08-04,8,15875.552000000001,148,陈婉,消费者,华东,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
陈婉-21340,2024-08-04,8,15875.552000000001,148,陈婉,消费者,中南,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
陈嫒-10015,2024-11-04,17,9743.3,56,陈嫒,消费者,中南,4,4,1,9,3.0,一般客户,重要客户
陈嫒-10015,2024-11-04,17,9743.3,56,陈嫒,消费者,西北,4,4,1,9,3.0,一般客户,重要客户
陈嫒-10015,2024-11-04,17,9743.3,56,陈嫒,消费者,华东,4,4,1,9,3.0,一般客户,重要客户
陈嫒-10015,2024-11-04,17,9743.3,56,陈嫒,消费者,华北,4,4,1,9,3.0,一般客户,重要客户
